time,summary,sunriseTime,sunsetTime,moonPhase,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windBearing,windGust,windGustTime,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
883587600,Partly cloudy throughout the day.,883609978,883651381,0.09,rain,33.03,883638000,21.02,883695600,34.64,883638000,21.63,883695600,20.36,0.69,1012.37,4.12,100,,,0.32,7,883630800,,22.02,883609200,33.03,883638000,22.59,883609200,34.64,883638000
883674000,Partly cloudy throughout the day.,883696401,883737813,0.12,rain,33.03,883724400,21.02,883778400,34.64,883724400,21.63,883778400,20.52,0.69,1013.01,5.83,103,,,0.33,7,883713600,,21.02,883695600,33.03,883724400,21.63,883695600,34.64,883724400
883760400,Partly cloudy throughout the day.,883782824,883824245,0.16,rain,33.03,883814400,23.71,883872000,34.91,883818000,24.3,883857600,20.47,0.69,1013.36,2.66,121,,,0.34,7,883800000,,21.02,883778400,33.03,883814400,21.63,883778400,34.91,883818000
883846800,Partly cloudy throughout the day.,883869245,883910677,0.2,rain,32.32,883904400,23.71,883944000,35.83,883890000,24.29,883944000,21.31,0.71,1013.15,1.42,61,,,0.4,7,883886400,,23.71,883872000,32.32,883904400,24.3,883857600,35.83,883890000
883933200,Humid and partly cloudy throughout the day.,883955666,883997109,0.23,rain,33.51,883980000,22.82,884034000,37,883980000,23.37,884034000,21.65,0.71,1013.28,2.03,88,,,0.39,7,883972800,,23.71,883944000,33.51,883980000,24.29,883944000,37,883980000
884019600,Partly cloudy throughout the day.,884042086,884083541,0.27,rain,34.01,884070000,23.01,884124000,36.5,884070000,23.68,884124000,20.58,0.66,1012.92,3.78,107,,,0.38,7,884059200,,22.82,884034000,34.01,884070000,23.37,884034000,36.5,884070000
884106000,Partly cloudy throughout the day.,884128506,884169974,0.31,rain,33.23,884152800,23.71,884214000,37.07,884156400,24.28,884203200,21.49,0.7,1013.08,4.31,114,,,0.38,6,884152800,,23.01,884124000,33.23,884152800,23.68,884124000,37.07,884156400
884192400,Humid and partly cloudy throughout the day.,884214924,884256406,0.35,rain,33.41,884239200,23.7,884300400,37.63,884239200,24.28,884289600,21.61,0.69,1011.88,4.26,89,,,0.36,7,884232000,,23.71,884214000,33.41,884239200,24.28,884203200,37.63,884239200
884278800,Humid and partly cloudy throughout the day.,884301342,884342838,0.38,rain,35.13,884325600,23.71,884376000,38.36,884325600,24.27,884376000,21.74,0.67,1010.63,8.55,111,,,0.33,7,884322000,,23.7,884300400,35.13,884325600,24.28,884289600,38.36,884325600
884365200,Partly cloudy throughout the day.,884387759,884429270,0.42,rain,34.01,884415600,23.39,884469600,38.29,884419200,23.97,884469600,21.26,0.68,1010.93,6.97,121,,,0.36,6,884404800,,23.71,884376000,34.01,884415600,24.27,884376000,38.29,884419200
884451600,Humid and partly cloudy throughout the day.,884474175,884515701,0.45,rain,34.01,884502000,23.72,884548800,38.29,884502000,24.27,884548800,21.83,0.71,1011.16,5.79,136,,,0.36,7,884494800,,23.39,884469600,34.01,884502000,23.97,884469600,38.29,884502000
884538000,Humid and partly cloudy throughout the day.,884560590,884602133,0.48,rain,33.03,884581200,23.72,884635200,39.29,884592000,24.28,884635200,22.61,0.74,1010.64,8.59,122,,,0.38,7,884577600,,23.72,884548800,33.03,884581200,24.27,884548800,39.29,884592000
884624400,Humid and partly cloudy throughout the day.,884647005,884688565,0.52,rain,32.02,884667600,23.73,884721600,36.81,884678400,24.28,884721600,21.82,0.72,1010.54,5.89,119,,,0.44,6,884671200,,23.72,884635200,32.02,884667600,24.28,884635200,36.81,884678400
884710800,Humid and partly cloudy throughout the day.,884733418,884774996,0.55,rain,34.01,884761200,23.69,884818800,39.36,884761200,24.26,884818800,22.25,0.73,1010.53,8.4,142,,,0.32,7,884750400,,23.73,884721600,34.01,884761200,24.28,884721600,39.36,884761200
884797200,Humid and partly cloudy throughout the day.,884819830,884861427,0.58,rain,33.03,884847600,21.92,884898000,37.07,884847600,22.32,884898000,22.23,0.76,1010.37,3.56,245,,,0.51,6,884844000,,23.69,884818800,33.03,884847600,24.26,884818800,37.07,884847600
884883600,Humid and partly cloudy throughout the day.,884906242,884947857,0.61,rain,35.02,884934000,23.76,884980800,40.66,884934000,24.29,884980800,22.7,0.74,1010.03,5.12,226,,,0.36,6,884923200,,21.92,884898000,35.02,884934000,22.32,884898000,40.66,884934000
884970000,Humid and partly cloudy throughout the day.,884992653,885034288,0.64,rain,33.51,885016800,23.42,885074400,39.23,885031200,23.98,885074400,22.97,0.75,1011.03,5.13,178,,,0.4,7,885013200,,23.76,884980800,33.51,885016800,24.29,884980800,39.23,885031200
885056400,Humid and partly cloudy throughout the day.,885079062,885120718,0.67,rain,33.13,885114000,23.77,885153600,38.81,885114000,24.31,885153600,22.94,0.76,1012.09,4.09,122,,,0.44,7,885099600,,23.42,885074400,33.13,885114000,23.98,885074400,38.81,885114000
885142800,Humid and partly cloudy throughout the day.,885165471,885207148,0.7,rain,33.93,885189600,23.5,885243600,38.1,885196800,24.04,885243600,22.14,0.72,1012.89,9.27,120,,,0.34,7,885182400,,23.77,885153600,33.93,885189600,24.31,885153600,38.1,885196800
885229200,Humid and partly cloudy throughout the day.,885251879,885293577,0.73,rain,35.02,885279600,23.8,885326400,38.29,885283200,24.33,885326400,21.25,0.68,1013.33,5.62,106,,,0.31,9,885272400,,23.5,885243600,35.02,885279600,24.04,885243600,38.29,885283200
885315600,Partly cloudy throughout the day.,885338286,885380006,0.76,rain,35.13,885362400,22.02,885423600,36.88,885362400,22.45,885423600,19.93,0.63,1013.27,6.74,104,,,0.35,7,885355200,,23.8,885326400,35.13,885362400,24.33,885326400,36.88,885362400
885402000,Partly cloudy throughout the day.,885424691,885466434,0.79,rain,36.04,885452400,23.48,885506400,37.72,885456000,24.03,885506400,20.04,0.64,1012.47,7.6,121,,,0.3,7,885445200,,22.02,885423600,36.04,885452400,22.45,885423600,37.72,885456000
885488400,Partly cloudy until afternoon.,885511096,885552862,0.82,rain,34.01,885538800,22.02,885596400,37.34,885538800,22.89,885596400,21.03,0.68,1011.84,4.31,106,,,0.3,8,885535200,,23.48,885506400,34.01,885538800,24.03,885506400,37.34,885538800
885574800,Partly cloudy throughout the day.,885597500,885639290,0.86,rain,34.01,885621600,22.71,885675600,36.5,885621600,23.39,885675600,20.46,0.67,1013.19,2.32,98,,,0.29,8,885618000,,22.02,885596400,34.01,885621600,22.89,885596400,36.5,885621600
885661200,Partly cloudy throughout the day.,885683903,885725717,0.89,rain,34.01,885715200,23.01,885769200,36.11,885718800,23.68,885769200,20.28,0.66,1013.66,2.57,155,,,0.33,8,885708000,,22.71,885675600,34.01,885715200,23.39,885675600,36.11,885718800
885747600,Partly cloudy throughout the day.,885770304,885812144,0.92,rain,35.02,885798000,23.82,885855600,36.29,885798000,24.37,885855600,20.47,0.66,1013.78,3.35,116,,,0.36,8,885794400,,23.01,885769200,35.02,885798000,23.68,885769200,36.29,885798000
885834000,Partly cloudy throughout the day.,885856705,885898570,0.96,rain,35.02,885884400,23.83,885942000,39.56,885888000,24.38,885942000,20.89,0.66,1013.5,2.11,133,,,0.44,8,885877200,,23.82,885855600,35.02,885884400,24.37,885855600,39.56,885888000
885920400,Humid and partly cloudy throughout the day.,885943105,885984996,0.99,rain,36.04,885970800,23.01,886028400,38.95,885970800,23.54,886028400,21,0.64,1013.96,1.24,77,,,0.31,8,885963600,,23.83,885942000,36.04,885970800,24.38,885942000,38.95,885970800
886006800,Humid and partly cloudy throughout the day.,886029503,886071421,0.03,rain,34.01,886057200,23.01,886111200,36.63,886064400,23.68,886111200,21.54,0.71,1015.14,1.82,36,,,0.46,7,886050000,,23.01,886028400,34.01,886057200,23.54,886028400,36.63,886064400
886093200,Partly cloudy throughout the day.,886115901,886157845,0.07,rain,34.01,886147200,24,886190400,37.34,886147200,24.52,886190400,20.85,0.68,1014.32,1.69,27,,,0.38,7,886136400,,23.01,886111200,34.01,886147200,23.68,886111200,37.34,886147200
886179600,Partly cloudy throughout the day.,886202298,886244269,0.11,rain,35.02,886230000,23.73,886280400,37.72,886230000,24.26,886280400,20.86,0.66,1013.76,2.66,136,,,0.34,8,886226400,,24,886190400,35.02,886230000,24.52,886190400,37.72,886230000
886266000,Humid and partly cloudy throughout the day.,886288693,886330692,0.14,rain,33.41,886312800,24.01,886370400,38.1,886320000,24.58,886363200,21.82,0.69,1013.8,10.2,107,,,0.32,7,886305600,,23.73,886280400,33.41,886312800,24.26,886280400,38.1,886320000
886352400,Partly cloudy throughout the day.,886375088,886417115,0.18,rain,35.02,886402800,23.01,886460400,37.12,886410000,23.54,886460400,20.08,0.63,1013.37,7.77,121,,,0.3,8,886395600,,24.01,886370400,35.02,886402800,24.58,886363200,37.12,886410000
886438800,Partly cloudy throughout the day.,886461481,886503537,0.22,rain,34.22,886485600,23.01,886546800,37.34,886492800,23.82,886546800,20.38,0.64,1013.35,8.5,120,,,0.28,8,886485600,,23.01,886460400,34.22,886485600,23.54,886460400,37.34,886492800
886525200,Humid and partly cloudy throughout the day.,886547874,886589959,0.26,rain,34.11,886572000,24.01,886629600,37.55,886572000,24.59,886633200,21.31,0.69,1013.11,5.15,134,,,0.32,7,886564800,,23.01,886546800,34.11,886572000,23.82,886546800,37.55,886572000
886611600,Partly cloudy throughout the day.,886634265,886676379,0.29,rain,34.01,886662000,24.18,886708800,36.26,886669200,24.71,886708800,20.91,0.67,1013.18,4.17,120,,,0.35,7,886651200,,24.01,886629600,34.01,886662000,24.59,886633200,36.26,886669200
886698000,Partly cloudy throughout the day.,886720656,886762800,0.33,rain,33.03,886748400,23.84,886802400,37.07,886748400,24.39,886802400,21.5,0.7,1012.98,5.57,148,,,0.33,8,886741200,,24.18,886708800,33.03,886748400,24.71,886708800,37.07,886748400
886784400,Humid and partly cloudy throughout the day.,886807046,886849219,0.36,rain,33.03,886831200,24.01,886892400,37.16,886831200,24.64,886892400,21.57,0.7,1013.3,6.73,129,,,0.39,8,886831200,,23.84,886802400,33.03,886831200,24.39,886802400,37.16,886831200
886870800,Partly cloudy throughout the day.,886893434,886935638,0.4,rain,34.01,886921200,23.92,886975200,38.29,886921200,24.47,886975200,21.01,0.68,1012.97,4.43,163,,,0.34,8,886917600,,24.01,886892400,34.01,886921200,24.64,886892400,38.29,886921200
886957200,Partly cloudy throughout the day.,886979822,887022056,0.43,rain,35.02,887007600,24.33,887054400,38.58,887007600,24.86,887054400,21.24,0.68,1013.57,5.75,125,,,0.33,8,887004000,,23.92,886975200,35.02,887007600,24.47,886975200,38.58,887007600
887043600,Partly cloudy throughout the day.,887066208,887108474,0.46,rain,33.03,887094000,24.26,887151600,36.16,887094000,24.81,887151600,21.08,0.67,1013.41,8.96,132,,,0.42,7,887083200,,24.33,887054400,33.03,887094000,24.86,887054400,36.16,887094000
887130000,Partly cloudy throughout the day.,887152594,887194891,0.49,rain,33.03,887173200,24.01,887238000,37.07,887184000,24.59,887234400,20.54,0.66,1013.52,7,127,,,0.33,8,887173200,,24.26,887151600,33.03,887173200,24.81,887151600,37.07,887184000
887216400,Partly cloudy throughout the day.,887238979,887281307,0.53,rain,32.72,887263200,24.44,887313600,35.96,887263200,24.98,887313600,21.22,0.69,1013.39,7.37,141,,,0.27,8,887256000,,24.01,887238000,32.72,887263200,24.59,887234400,35.96,887263200
887302800,Humid and partly cloudy throughout the day.,887325362,887367723,0.56,rain,34.01,887353200,24.38,887410800,39.36,887353200,24.94,887410800,21.92,0.71,1013.3,7.79,141,,,0.32,8,887342400,,24.44,887313600,34.01,887353200,24.98,887313600,39.36,887353200
887389200,Humid and partly cloudy throughout the day.,887411745,887454138,0.59,rain,35.02,887439600,24.16,887493600,39.36,887443200,24.72,887493600,21.54,0.69,1013.09,7.11,147,,,0.29,9,887432400,,24.38,887410800,35.02,887439600,24.94,887410800,39.36,887443200
887475600,Humid and partly cloudy throughout the day.,887498127,887540552,0.62,rain,33.13,887522400,24.57,887572800,39.29,887526000,25.12,887572800,22.91,0.75,1012.66,8.11,146,,,0.3,9,887518800,,24.16,887493600,33.13,887522400,24.72,887493600,39.29,887526000
887562000,Humid and partly cloudy throughout the day.,887584508,887626966,0.65,rain,33.03,887612400,24.62,887659200,38.1,887612400,25.17,887659200,22.56,0.73,1011.97,6.41,152,,,0.34,8,887608800,,24.57,887572800,33.03,887612400,25.12,887572800,38.1,887612400
887648400,Humid and partly cloudy throughout the day.,887670888,887713379,0.68,rain,35.02,887698800,24.66,887745600,39.66,887706000,25.21,887745600,23.06,0.75,1011.99,6.26,156,,,0.32,8,887695200,,24.62,887659200,35.02,887698800,25.17,887659200,39.66,887706000
887734800,Humid and partly cloudy throughout the day.,887757268,887799792,0.71,rain,34.01,887785200,24.01,887842800,40.58,887785200,24.92,887842800,23.11,0.74,1011.54,7.19,154,,,0.46,8,887781600,,24.66,887745600,34.01,887785200,25.21,887745600,40.58,887785200
887821200,Humid and partly cloudy throughout the day.,887843646,887886204,0.74,rain,34.01,887868000,24.76,887918400,40.58,887875200,25.31,887918400,22.91,0.73,1011.91,7.39,170,,,0.37,8,887868000,,24.01,887842800,34.01,887868000,24.92,887842800,40.58,887875200
887907600,Humid and partly cloudy throughout the day.,887930024,887972615,0.77,rain,34.11,887965200,24.81,888004800,41.4,887965200,25.37,888004800,23.67,0.77,1011.86,4.88,166,,,0.42,7,887954400,,24.76,887918400,34.11,887965200,25.31,887918400,41.4,887965200
887994000,Humid and partly cloudy throughout the day.,888016400,888059025,0.8,rain,33.03,888048000,24.49,888098400,40.63,888048000,25.07,888098400,23.91,0.78,1012.06,4.43,207,,,0.5,8,888040800,,24.81,888004800,33.03,888048000,25.37,888004800,40.63,888048000
888080400,Humid and partly cloudy throughout the day.,888102776,888145435,0.84,rain,33.03,888130800,24.54,888184800,40.63,888130800,25.13,888184800,23.36,0.75,1013.22,9.16,156,,,0.4,8,888127200,,24.49,888098400,33.03,888130800,25.07,888098400,40.63,888130800
888166800,Humid and partly cloudy throughout the day.,888189152,888231845,0.87,rain,35.02,888217200,23.01,888274800,40.66,888217200,23.82,888274800,22.61,0.71,1012.73,11.78,130,,,0.29,9,888210000,,24.54,888184800,35.02,888217200,25.13,888184800,40.66,888217200
888253200,Humid and partly cloudy throughout the day.,888275526,888318254,0.91,rain,33.03,888303600,24.71,888354000,39.29,888303600,25.29,888354000,22.55,0.73,1012.01,6.89,177,,,0.35,8,888296400,,23.01,888274800,33.03,888303600,23.82,888274800,39.29,888303600
888339600,Humid and partly cloudy throughout the day.,888361900,888404662,0.94,rain,31.91,888386400,24.82,888451200,37.78,888379200,25.63,888436800,23.05,0.75,1012.23,6.97,152,,,0.36,8,888382800,,24.71,888354000,31.91,888386400,25.29,888354000,37.78,888379200
888426000,Humid and partly cloudy throughout the day.,888448273,888491069,0.98,rain,34.01,888472800,25.11,888523200,40.58,888476400,25.69,888523200,22.71,0.72,1011.53,7.55,149,,,0.33,9,888472800,,24.82,888451200,34.01,888472800,25.63,888436800,40.58,888476400
888512400,Humid and partly cloudy throughout the day.,888534645,888577477,0.02,rain,32.02,888562800,25.02,888616800,37.94,888562800,25.74,888609600,23.51,0.76,1012.26,7.52,140,,,0.48,8,888559200,,25.11,888523200,32.02,888562800,25.69,888523200,37.94,888562800
888598800,Humid and partly cloudy throughout the day.,888621017,888663883,0.05,rain,34.83,888645600,25.02,888706800,40.58,888649200,25.49,888706800,22.34,0.7,1012.14,8.43,136,,,0.31,9,888642000,,25.02,888616800,34.83,888645600,25.74,888609600,40.58,888649200
888685200,Humid and partly cloudy throughout the day.,888707388,888750289,0.09,rain,35.02,888735600,25.26,888782400,40.66,888739200,25.86,888782400,21.39,0.63,1011.89,4.84,135,,,0.32,9,888728400,,25.02,888706800,35.02,888735600,25.49,888706800,40.66,888739200
888771600,Humid and partly cloudy throughout the day.,888793758,888836695,0.13,rain,36.04,888822000,24.96,888876000,40.66,888825600,25.58,888876000,21.79,0.64,1011.89,11.51,132,,,0.32,9,888814800,,25.26,888782400,36.04,888822000,25.86,888782400,40.66,888825600
888858000,Humid and partly cloudy throughout the day.,888880128,888923100,0.17,rain,36.04,888904800,25.36,888955200,38.17,888908400,25.97,888955200,21.05,0.63,1011.81,7.39,147,,,0.34,9,888904800,,24.96,888876000,36.04,888904800,25.58,888876000,38.17,888908400
888944400,Humid and partly cloudy throughout the day.,888966497,889009504,0.2,rain,35.21,888991200,25.81,889038000,47.32,888987600,26.41,889038000,22.54,0.68,1011.52,8.87,137,,,0.29,9,888984000,,25.36,888955200,35.21,888991200,25.97,888955200,47.32,888987600
889030800,Humid and partly cloudy throughout the day.,889052865,889095909,0.24,rain,33.03,889074000,25.47,889128000,39.29,889074000,26.08,889128000,23.41,0.73,1011.6,10.48,145,,,0.38,8,889074000,,25.81,889038000,33.03,889074000,26.41,889038000,39.29,889074000
889117200,Humid throughout the day and partly cloudy until evening.,889139233,889182312,0.28,rain,34.33,889164000,25.02,889225200,39.36,889167600,26.03,889225200,22.67,0.7,1011.13,9.75,146,,,0.28,9,889156800,,25.47,889128000,34.33,889164000,26.08,889128000,39.36,889167600
889203600,Humid and partly cloudy throughout the day.,889225601,889268716,0.31,rain,35.02,889257600,24.01,889311600,40.66,889257600,24.92,889311600,23.67,0.75,1010.43,9.53,137,,,0.3,8,889246800,,25.02,889225200,35.02,889257600,26.03,889225200,40.66,889257600
889290000,Humid and partly cloudy throughout the day.,889311968,889355118,0.34,rain,34.01,889333200,25.02,889398000,39.36,889333200,25.93,889394400,23.19,0.74,1010.04,8.63,148,,,0.28,9,889329600,,24.01,889311600,34.01,889333200,24.92,889311600,39.36,889333200
889376400,Humid and partly cloudy throughout the day.,889398335,889441521,0.38,rain,34.01,889416000,25.67,889473600,41.97,889426800,26.31,889473600,23.75,0.74,1009.44,8.88,167,,,0.36,8,889419600,,25.02,889398000,34.01,889416000,25.93,889394400,41.97,889426800
889462800,Humid and partly cloudy throughout the day.,889484701,889527923,0.41,rain,37.01,889516800,25.72,889560000,41.06,889509600,26.37,889560000,23.5,0.7,1009.54,9.75,195,,,0.37,8,889506000,,25.67,889473600,37.01,889516800,26.31,889473600,41.06,889509600
889549200,Humid and partly cloudy throughout the day.,889571067,889614325,0.44,rain,36.04,889603200,25.77,889646400,40.85,889603200,26.42,889646400,23.34,0.71,1010.57,9.54,186,,,0.31,10,889592400,,25.72,889560000,36.04,889603200,26.37,889560000,40.85,889603200
889635600,Humid and partly cloudy throughout the day.,889657432,889700726,0.47,rain,36.42,889682400,25.49,889740000,45.08,889682400,26.17,889740000,24.36,0.73,1011.23,9.91,167,,,0.36,9,889682400,,25.77,889646400,36.42,889682400,26.42,889646400,45.08,889682400
889722000,Humid and partly cloudy throughout the day.,889743797,889787128,0.5,rain,34.01,889772400,24.01,889830000,40.63,889776000,24.92,889830000,23.59,0.73,1011.43,10.12,154,,,0.34,9,889768800,,25.49,889740000,34.01,889772400,26.17,889740000,40.63,889776000
889808400,Humid and partly cloudy throughout the day.,889830162,889873529,0.53,rain,35.02,889862400,25.13,889920000,41.97,889858800,26.12,889920000,23.93,0.74,1010.72,8.42,153,,,0.32,9,889848000,,24.01,889830000,35.02,889862400,24.92,889830000,41.97,889858800
889894800,Humid and partly cloudy throughout the day.,889916526,889959929,0.56,rain,35.02,889948800,25.51,890006400,41.24,889923600,26.47,890006400,23.36,0.71,1011.16,8.47,173,,,0.29,10,889938000,,25.13,889920000,35.02,889948800,26.12,889920000,41.24,889923600
889981200,Humid and partly cloudy throughout the day.,890002890,890046330,0.59,rain,34.01,890031600,26.02,890078400,39.36,890031600,27.6,890078400,23.08,0.71,1012.2,9.5,157,,,0.27,10,890024400,,25.51,890006400,34.01,890031600,26.47,890006400,39.36,890031600
890067600,Humid and partly cloudy throughout the day.,890089254,890132730,0.62,rain,34.01,890118000,24.01,890175600,40.58,890118000,24.92,890175600,22.74,0.7,1011.81,9.29,151,,,0.33,9,890107200,,26.02,890078400,34.01,890118000,27.6,890078400,40.58,890118000
890154000,Humid and partly cloudy throughout the day.,890175618,890219130,0.65,rain,33.41,890200800,25.78,890258400,38.73,890211600,26.5,890258400,22.69,0.71,1011.78,8.01,173,,,0.33,10,890197200,,24.01,890175600,33.41,890200800,24.92,890175600,38.73,890211600
890240400,Humid and partly cloudy throughout the day.,890261981,890305530,0.68,rain,35.02,890290800,25.02,890348400,41.97,890294400,25.88,890348400,23.05,0.7,1011.56,8.82,155,,,0.28,10,890283600,,25.78,890258400,35.02,890290800,26.5,890258400,41.97,890294400
890326800,Humid and partly cloudy throughout the day.,890348345,890391929,0.72,rain,34.01,890377200,24.01,890431200,39.36,890377200,24.78,890431200,22.56,0.69,1010.76,10.25,154,,,0.28,9,890366400,,25.02,890348400,34.01,890377200,25.88,890348400,39.36,890377200
890413200,Humid and partly cloudy throughout the day.,890434708,890478329,0.75,rain,33.03,890456400,25.02,890517600,37.07,890463600,25.88,890517600,22.05,0.69,1011.74,7.84,161,,,0.31,11,890460000,,24.01,890431200,33.03,890456400,24.78,890431200,37.07,890463600
890499600,Humid and partly cloudy throughout the day.,890521071,890564728,0.78,rain,35.32,890546400,25.91,890600400,41.53,890546400,26.62,890600400,22.67,0.68,1011.5,11.35,144,,,0.29,10,890542800,,25.02,890517600,35.32,890546400,25.88,890517600,41.53,890546400
890586000,Humid and partly cloudy throughout the day.,890607434,890651127,0.82,rain,36.5,890632800,24.01,890690400,40.85,890636400,24.92,890690400,21.92,0.64,1011.18,9,171,,,0.35,9,890629200,,25.91,890600400,36.5,890632800,26.62,890600400,40.85,890636400
890672400,Humid and partly cloudy throughout the day.,890693797,890737527,0.85,rain,36.42,890719200,26.02,890780400,41.92,890726400,26.39,890780400,22.83,0.68,1011.17,4.52,137,,,0.31,10,890715600,,24.01,890690400,36.42,890719200,24.92,890690400,41.92,890726400
890758800,Humid and partly cloudy throughout the day.,890780160,890823926,0.89,rain,37.53,890805600,26.02,890863200,38.17,890809200,27.66,890863200,19.63,0.56,1011.17,12.15,116,,,0.29,10,890805600,,26.02,890780400,37.53,890805600,26.39,890780400,38.17,890809200
890845200,Humid and partly cloudy throughout the day.,890866522,890910325,0.93,rain,36.23,890892000,26.43,890942400,39.56,890895600,28.43,890942400,22.1,0.65,1011.58,9.03,154,,,0.33,11,890892000,,26.02,890863200,36.23,890892000,27.66,890863200,39.56,890895600
890931600,Humid and partly cloudy throughout the day.,890952885,890996724,0.97,rain,36.31,890978400,26.02,891036000,41.97,890982000,27.84,891036000,22.57,0.65,1011.69,9.45,140,,,0.29,10,890974800,,26.43,890942400,36.31,890978400,28.43,890942400,41.97,890982000
891018000,Humid and partly cloudy throughout the day.,891039248,891083123,0.01,rain,37.01,891064800,24.01,891126000,38.64,891064800,24.64,891126000,21.74,0.63,1011.47,8.95,143,,,0.28,10,891061200,,26.02,891036000,37.01,891064800,27.84,891036000,38.64,891064800
891104400,Humid and partly cloudy throughout the day.,891125611,891169523,0.04,rain,38.22,891151200,26.24,891208800,42.33,891147600,28.17,891208800,21.71,0.63,1010.94,5.63,151,,,0.34,10,891147600,,24.01,891126000,38.22,891151200,24.64,891126000,42.33,891147600
891190800,Humid and partly cloudy throughout the day.,891211975,891255922,0.08,rain,37.33,891237600,26.3,891291600,41.88,891248400,28.27,891291600,22.21,0.63,1010.81,6.89,165,,,0.37,9,891234000,,26.24,891208800,37.33,891237600,28.17,891208800,41.88,891248400
891277200,Humid and partly cloudy throughout the day.,891298338,891342321,0.12,rain,37.01,891320400,25.81,891378000,43.23,891320400,27.61,891378000,23.11,0.65,1010.88,12.17,127,,,0.31,9,891316800,,26.3,891291600,37.01,891320400,28.27,891291600,43.23,891320400
891363600,Humid and partly cloudy throughout the day.,891384701,891428721,0.15,rain,34.01,891406800,26.02,891471600,40.58,891417600,28.04,891471600,23.22,0.69,1011.41,9.56,140,,,0.37,10,891406800,,25.81,891378000,34.01,891406800,27.61,891378000,40.58,891417600
891450000,Humid and partly cloudy throughout the day.,891471065,891515120,0.19,rain,35.02,891493200,26.02,891558000,40.58,891500400,26.49,891558000,23.06,0.69,1011.19,10.62,149,,,0.3,10,891493200,,26.02,891471600,35.02,891493200,28.04,891471600,40.58,891500400
891536400,Humid and partly cloudy throughout the day.,891557429,891601520,0.22,rain,36.04,891586800,26.02,891644400,40.85,891586800,26.61,891644400,21.55,0.61,1011.39,12.67,127,,,0.34,10,891579600,,26.02,891558000,36.04,891586800,26.49,891558000,40.85,891586800
891622800,Humid and partly cloudy throughout the day.,891643793,891687920,0.26,rain,37.01,891666000,26.02,891730800,43.25,891676800,26.61,891730800,21.11,0.59,1011.6,9.5,123,,,0.34,10,891666000,,26.02,891644400,37.01,891666000,26.61,891644400,43.25,891676800
891709200,Humid and partly cloudy throughout the day.,891730157,891774320,0.29,rain,37.01,891756000,26.73,891806400,41.06,891756000,29.11,891806400,22.23,0.63,1011.89,10.17,124,,,0.35,10,891752400,,26.02,891730800,37.01,891756000,26.61,891730800,41.06,891756000
891795600,Humid and partly cloudy throughout the day.,891816522,891860720,0.33,rain,35.32,891842400,26.74,891892800,39.56,891846000,29.17,891892800,22.63,0.66,1011.26,8.43,147,,,0.32,9,891831600,,26.73,891806400,35.32,891842400,29.11,891806400,39.56,891846000
891882000,Humid and partly cloudy throughout the day.,891902887,891947120,0.36,rain,36.04,891925200,26.5,891982800,40.13,891928800,28.76,891982800,22.32,0.65,1010.42,10.99,133,,,0.34,10,891925200,,26.74,891892800,36.04,891925200,29.17,891892800,40.13,891928800
891968400,Humid and partly cloudy throughout the day.,891989252,892033521,0.39,rain,34.11,892015200,26.02,892072800,39.36,892018800,28.04,892072800,23.17,0.69,1009.84,9.72,170,,,0.43,9,892015200,,26.5,891982800,34.11,892015200,28.76,891982800,39.36,892018800
892054800,Humid and partly cloudy throughout the day.,892075618,892119922,0.42,rain,35.02,892101600,26.79,892152000,43.34,892101600,29.32,892152000,24.05,0.73,1009.21,9.78,148,,,0.36,8,892094400,,26.02,892072800,35.02,892101600,28.04,892072800,43.34,892101600
892141200,Humid and partly cloudy throughout the day.,892161983,892206323,0.45,rain,35.02,892184400,26.81,892238400,43.34,892191600,29.37,892238400,23.78,0.71,1009.66,10.35,156,,,0.4,10,892184400,,26.79,892152000,35.02,892184400,29.32,892152000,43.34,892191600
892227600,Humid and partly cloudy throughout the day.,892248350,892292724,0.48,rain,34.01,892278000,26.02,892335600,40.58,892278000,28.04,892335600,23.89,0.71,1010.23,9.25,150,,,0.4,8,892267200,,26.81,892238400,34.01,892278000,29.37,892238400,40.58,892278000
892314000,Humid and partly cloudy throughout the day.,892334717,892379126,0.51,rain,36.04,892364400,26.83,892411200,43.34,892368000,29.45,892411200,24.04,0.72,1008.76,9.16,166,,,0.36,10,892353600,,26.02,892335600,36.04,892364400,28.04,892335600,43.34,892368000
892400400,Humid and partly cloudy throughout the day.,892421084,892465528,0.54,rain,36.04,892454400,26.84,892497600,44.96,892458000,29.48,892497600,24.16,0.71,1008.61,9.54,171,,,0.33,10,892440000,,26.83,892411200,36.04,892454400,29.45,892411200,44.96,892458000
892486800,Humid and partly cloudy throughout the day.,892507451,892551930,0.57,rain,36.04,892537200,26.85,892584000,44.7,892537200,29.52,892584000,24.75,0.73,1009.49,10.28,154,,,0.32,10,892530000,,26.84,892497600,36.04,892537200,29.48,892497600,44.7,892537200
