time,summary,sunriseTime,sunsetTime,moonPhase,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windBearing,windGust,windGustTime,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
1273683600,Humid throughout the day and partly cloudy starting in the afternoon.,1273703578,1273748957,0.97,rain,36.04,1273726800,28.03,1273777200,41.92,1273734000,32.75,1273777200,23.52,0.67,1007.89,14.23,119,,,0.34,10,1273723200,10.01,28.03,1273683600,36.04,1273726800,31.29,1273701600,41.92,1273734000
1273770000,Humid and partly cloudy throughout the day.,1273789966,1273835371,0.99,rain,36.04,1273813200,28.03,1273863600,41.97,1273813200,31.98,1273863600,24.36,0.69,1007.58,14.16,128,,,0.52,8,1273809600,10.01,28.03,1273777200,36.04,1273813200,32.75,1273777200,41.97,1273813200
1273856400,Humid and partly cloudy throughout the day.,1273876354,1273921785,0.04,rain,36.04,1273906800,28.03,1273953600,44.7,1273906800,33.82,1273953600,24.94,0.72,1007.64,15.21,133,,,0.56,6,1273896000,10.01,28.03,1273863600,36.04,1273906800,31.98,1273863600,44.7,1273906800
1273942800,Humid throughout the day and partly cloudy until evening.,1273962744,1274008199,0.07,rain,35.02,1273986000,28.03,1274036400,43.34,1273986000,32.75,1274036400,25.36,0.74,1007.88,13.63,129,,,0.4,7,1273978800,10.01,28.03,1273953600,35.02,1273986000,33.82,1273953600,43.34,1273986000
1274029200,Humid throughout the day and partly cloudy until evening.,1274049134,1274094613,0.11,rain,36.04,1274072400,28.03,1274126400,43.25,1274083200,32.75,1274126400,24.11,0.68,1008.15,17.14,129,,,0.28,8,1274068800,10.01,28.03,1274036400,36.04,1274072400,32.75,1274036400,43.25,1274083200
1274115600,Humid and partly cloudy throughout the day.,1274135525,1274181027,0.15,rain,36.04,1274162400,27.01,1274216400,46.34,1274166000,31.88,1274216400,25.11,0.73,1008.27,11.52,139,,,0.38,8,1274155200,10.01,28.03,1274126400,36.04,1274162400,32.75,1274126400,46.34,1274166000
1274202000,Humid and partly cloudy throughout the day.,1274221916,1274267442,0.18,rain,36.04,1274252400,26.02,1274306400,41.97,1274256000,28.04,1274306400,24.94,0.74,1008.5,7.56,128,,,0.46,8,1274241600,9.8,27.01,1274216400,36.04,1274252400,31.88,1274216400,41.97,1274256000
1274288400,Humid and partly cloudy throughout the day.,1274308308,1274353857,0.22,rain,36.04,1274335200,29.02,1274374800,41.97,1274335200,35.67,1274374800,24.15,0.73,1008.51,2.03,177,,,0.45,8,1274328000,10.01,26.02,1274306400,36.04,1274335200,28.04,1274306400,41.97,1274335200
1274374800,Humid and partly cloudy throughout the day.,1274394701,1274440272,0.26,rain,34.62,1274421600,27.01,1274446800,41.92,1274421600,29.64,1274457600,24.79,0.72,1008.43,10.85,143,,,0.49,8,1274414400,9.91,27.01,1274446800,34.62,1274421600,29.64,1274457600,41.92,1274421600
1274461200,Humid and mostly cloudy throughout the day.,1274481095,1274526688,0.3,rain,36.04,1274511600,27.01,1274533200,41.78,1274518800,30.11,1274533200,23.97,0.74,1008.48,8.96,250,,,0.6,8,1274500800,9.87,25.33,1274529600,36.04,1274511600,26.22,1274529600,41.78,1274518800
1274547600,Humid and partly cloudy throughout the day.,1274567490,1274613103,0.33,rain,36.04,1274601600,28.03,1274634000,43.25,1274601600,32.75,1274637600,24.69,0.72,1007.92,10.81,231,,,0.5,8,1274587200,10.01,27.01,1274547600,36.04,1274601600,30.11,1274547600,43.25,1274601600
1274634000,Humid and partly cloudy throughout the day.,1274653885,1274699519,0.37,rain,36.04,1274680800,28.03,1274724000,42.31,1274702400,33.82,1274724000,24.77,0.7,1007.58,13.39,224,,,0.45,6,1274673600,10.01,28.03,1274634000,36.04,1274680800,32.75,1274637600,42.31,1274702400
1274720400,Humid and partly cloudy throughout the day.,1274740281,1274785935,0.41,rain,34.01,1274767200,28.03,1274810400,41.97,1274767200,33.82,1274810400,25.25,0.76,1007.7,14.11,205,,,0.51,8,1274767200,10.01,28.03,1274724000,34.01,1274767200,33.62,1274788800,41.97,1274767200
1274806800,Humid and mostly cloudy throughout the day.,1274826678,1274872351,0.44,rain,34.01,1274850000,27.01,1274911200,39.36,1274850000,30.9,1274911200,24.65,0.74,1008.03,11.49,228,,,0.61,8,1274846400,10.01,28.03,1274810400,34.01,1274850000,32.78,1274871600,39.36,1274850000
1274893200,Humid and mostly cloudy throughout the day.,1274913076,1274958768,0.48,rain,36.04,1274943600,26.02,1274972400,40.85,1274943600,28.04,1274972400,24.11,0.75,1008.18,8.98,201,,,0.61,8,1274932800,9.91,26.02,1274972400,36.04,1274943600,28.04,1274972400,40.85,1274943600
1274979600,Humid and partly cloudy throughout the day.,1274999474,1275045184,0.52,rain,35.02,1275026400,26.02,1275062400,40.66,1275026400,28.26,1275062400,24.36,0.8,1008.42,1.82,163,,,0.53,8,1275019200,9.41,26.02,1274979600,35.02,1275026400,28.04,1274979600,40.66,1275026400
1275066000,Humid and partly cloudy throughout the day.,1275085873,1275131600,0.55,rain,35.02,1275112800,27.01,1275170400,41.92,1275112800,30.11,1275170400,24.48,0.75,1008.17,5.63,189,,,0.5,8,1275105600,9,26.02,1275066000,35.02,1275112800,28.26,1275066000,41.92,1275112800
1275152400,Humid and mostly cloudy throughout the day.,1275172273,1275218017,0.58,rain,35.02,1275195600,26.02,1275228000,40.66,1275195600,27.84,1275228000,23.94,0.74,1008.19,8.9,214,,,0.62,8,1275192000,9.88,25.02,1275213600,35.02,1275195600,25.88,1275213600,40.66,1275195600
1275238800,Humid throughout the day and partly cloudy until evening.,1275258673,1275304433,0.61,rain,37.01,1275285600,26.02,1275321600,42.09,1275285600,28.04,1275321600,23.61,0.71,1008.16,10.06,211,,,0.41,8,1275278400,9.83,26.02,1275260400,37.01,1275285600,28.04,1275321600,42.09,1275285600
1275325200,Humid and partly cloudy throughout the day.,1275345074,1275390850,0.64,rain,37.01,1275379200,27.01,1275429600,43.25,1275372000,31.88,1275429600,24.57,0.73,1007.96,10.62,222,,,0.41,8,1275364800,9.62,26.02,1275325200,37.01,1275379200,28.04,1275325200,43.25,1275372000
1275411600,Humid and partly cloudy throughout the day.,1275431476,1275477266,0.67,rain,34.01,1275458400,27.01,1275501600,42.17,1275447600,30.11,1275501600,24.66,0.74,1008.16,13.26,227,,,0.52,8,1275451200,9.67,27.01,1275429600,34.01,1275458400,31.29,1275483600,42.17,1275447600
1275498000,Humid and partly cloudy throughout the day.,1275517879,1275563683,0.7,rain,36.04,1275541200,25.02,1275584400,43.25,1275541200,26.03,1275588000,24.23,0.79,1008.51,5.01,214,,,0.58,8,1275537600,9.75,26.02,1275552000,36.04,1275541200,27.84,1275552000,43.25,1275541200
1275584400,Humid and partly cloudy throughout the day.,1275604282,1275650099,0.73,rain,34.01,1275624000,26.02,1275688800,40.63,1275620400,28.49,1275688800,24.28,0.78,1008.21,5.34,228,,,0.49,8,1275631200,9.61,25.02,1275584400,34.01,1275624000,26.03,1275588000,40.63,1275620400
1275670800,Humid and partly cloudy throughout the day.,1275690685,1275736516,0.76,rain,35.02,1275721200,26.02,1275775200,43.34,1275721200,28.04,1275775200,24.74,0.78,1007.78,8.08,217,,,0.44,8,1275710400,9.88,26.02,1275688800,35.02,1275721200,28.49,1275688800,43.34,1275721200
1275757200,Humid and partly cloudy throughout the day.,1275777090,1275822932,0.79,rain,33.03,1275800400,25.02,1275861600,39.29,1275800400,26.18,1275861600,24.53,0.81,1007.96,4.6,205,,,0.45,8,1275796800,9.75,24.01,1275825600,33.03,1275800400,24.92,1275825600,39.29,1275800400
1275843600,Humid and partly cloudy throughout the day.,1275863495,1275909348,0.82,rain,33.03,1275894000,25.02,1275944400,40.69,1275876000,26.03,1275944400,24.61,0.8,1008.18,7.05,203,,,0.53,8,1275883200,10.01,25.02,1275861600,33.03,1275894000,26.18,1275861600,40.69,1275876000
1275930000,Humid and partly cloudy throughout the day.,1275949900,1275995764,0.85,rain,34.01,1275976800,24.01,1276009200,40.69,1275987600,24.92,1276034400,24.15,0.78,1008.09,4.97,188,,,0.5,8,1275969600,9.7,24.01,1276009200,34.01,1275976800,25.08,1276009200,40.69,1275987600
1276016400,Humid and mostly cloudy throughout the day.,1276036306,1276082180,0.88,rain,33.03,1276056000,24.01,1276095600,39.29,1276056000,25.08,1276095600,23.86,0.86,1008.08,1.85,18,,,0.62,8,1276056000,9.8,24.01,1276016400,33.03,1276056000,24.92,1276034400,39.29,1276056000
1276102800,Humid and partly cloudy throughout the day.,1276122713,1276168596,0.92,rain,33.03,1276149600,24.01,1276203600,38.1,1276149600,25.08,1276203600,23.86,0.83,1008.3,0.9,88,,,0.52,8,1276142400,9.41,24.01,1276102800,33.03,1276149600,25.08,1276102800,38.1,1276149600
1276189200,Humid throughout the day and foggy in the morning.,1276209120,1276255012,0.95,rain,34.01,1276232400,26.02,1276279200,40.58,1276232400,28.26,1276286400,24.11,0.76,1008.32,5.95,140,,,0.52,8,1276236000,8.71,24.01,1276203600,34.01,1276232400,25.08,1276203600,40.58,1276232400
1276275600,Humid throughout the day and partly cloudy until evening.,1276295528,1276341427,0.99,rain,32.02,1276311600,25.02,1276376400,39.23,1276311600,26.18,1276376400,25.08,0.83,1008.42,1.35,133,,,0.4,8,1276318800,8.64,26.02,1276279200,32.02,1276311600,28.26,1276286400,39.23,1276311600
1276362000,Humid throughout the day and partly cloudy overnight.,1276381937,1276427842,0.02,rain,33.03,1276401600,26.02,1276448400,39.29,1276401600,28.26,1276448400,24.95,0.83,1008.46,2.98,154,,,0.5,8,1276401600,9.17,25.02,1276376400,33.03,1276401600,26.18,1276376400,39.29,1276401600
1276448400,Humid and partly cloudy throughout the day.,1276468345,1276514257,0.06,rain,33.03,1276488000,23.01,1276531200,39.29,1276502400,23.97,1276531200,24.66,0.81,1008.52,3.11,165,,,0.45,8,1276488000,8.3,23.01,1276531200,33.03,1276488000,23.97,1276531200,39.29,1276502400
1276534800,Humid throughout the day and foggy in the afternoon.,1276554755,1276600672,0.1,rain,33.03,1276574400,25.02,1276635600,42.17,1276574400,26.18,1276635600,25.03,0.89,1008.39,3.19,203,,,0.59,8,1276574400,8.58,24.01,1276534800,33.03,1276574400,25.08,1276534800,42.17,1276574400
1276621200,Humid throughout the day and foggy in the morning.,1276641165,1276687086,0.14,rain,34.01,1276671600,26.02,1276711200,39.36,1276671600,28.04,1276711200,24.44,0.78,1008.15,5.31,204,,,0.46,8,1276660800,8.88,25.02,1276635600,34.01,1276671600,26.18,1276635600,39.36,1276671600
1276707600,Humid and partly cloudy throughout the day.,1276727575,1276773500,0.17,rain,33.03,1276747200,24.01,1276812000,39.29,1276747200,25.08,1276812000,24.36,0.8,1008.08,6.13,222,,,0.46,6,1276743600,9.75,26.02,1276711200,33.03,1276747200,27.84,1276783200,39.29,1276747200
1276794000,Humid and mostly cloudy throughout the day.,1276813986,1276859914,0.21,rain,31.03,1276833600,25.02,1276880400,37.78,1276833600,26.03,1276880400,24.57,0.87,1008.38,7.71,238,,,0.62,8,1276833600,9.41,24.01,1276812000,31.03,1276833600,25.08,1276812000,37.78,1276833600
1276880400,Humid and mostly cloudy throughout the day.,1276900397,1276946327,0.25,rain,31.03,1276920000,24.01,1276952400,37.78,1276927200,25.08,1276952400,24.28,0.87,1008.26,4.92,249,,,0.68,6,1276916400,9.83,24.01,1276934400,31.03,1276920000,25.08,1276934400,37.78,1276927200
1276966800,Humid and mostly cloudy throughout the day.,1276986808,1277032740,0.29,rain,34.01,1277024400,25.02,1277042400,39.36,1277024400,26.18,1277042400,24.24,0.83,1007.53,3.65,70,,,0.63,6,1277006400,9.25,24.01,1276977600,34.01,1277024400,25.08,1276977600,39.36,1277024400
1277053200,Humid and partly cloudy throughout the day.,1277073220,1277119152,0.32,rain,32.02,1277100000,26.02,1277136000,39.23,1277100000,28.04,1277136000,25.21,0.91,1007.46,5.73,172,,,0.57,8,1277092800,9.41,25.02,1277107200,32.02,1277100000,26.18,1277107200,39.23,1277100000
1277139600,Humid and partly cloudy throughout the day.,1277159632,1277205565,0.36,rain,31.03,1277175600,24.01,1277236800,39.16,1277175600,25.08,1277236800,24.78,0.85,1007.91,8.38,150,,,0.57,6,1277175600,9.91,26.02,1277139600,31.03,1277175600,28.04,1277139600,39.16,1277175600
1277226000,Humid and partly cloudy throughout the day.,1277246045,1277291976,0.39,rain,33.03,1277269200,24.01,1277319600,39.29,1277269200,25.08,1277319600,24.28,0.85,1008.44,5.57,196,,,0.53,8,1277265600,9.8,24.01,1277236800,33.03,1277269200,25.08,1277236800,39.29,1277269200
1277312400,Humid and partly cloudy throughout the day.,1277332458,1277378387,0.43,rain,33.03,1277370000,26.02,1277413200,40.69,1277355600,28.04,1277413200,24.36,0.81,1007.78,6.37,242,,,0.48,8,1277359200,9.59,24.01,1277319600,33.03,1277370000,25.08,1277319600,40.69,1277355600
1277398800,Humid and mostly cloudy throughout the day.,1277418871,1277464798,0.46,rain,34.01,1277449200,26.02,1277474400,40.58,1277449200,27.84,1277474400,24.23,0.77,1007.36,10.28,218,,,0.52,6,1277438400,10.01,26.02,1277413200,34.01,1277449200,27.84,1277474400,40.58,1277449200
1277485200,Humid and mostly cloudy throughout the day.,1277505285,1277551208,0.49,rain,31.03,1277524800,24.01,1277571600,39.16,1277524800,25.08,1277571600,24.95,0.88,1007.75,8.1,208,,,0.53,8,1277524800,9.48,24.01,1277542800,31.03,1277524800,25.08,1277542800,39.16,1277524800
1277571600,Humid and mostly cloudy throughout the day.,1277591699,1277637618,0.53,rain,32.02,1277614800,24.01,1277658000,40.69,1277614800,25.08,1277658000,24.45,0.89,1007.91,5.66,218,,,0.66,8,1277614800,8.79,24.01,1277571600,32.02,1277614800,25.08,1277571600,40.69,1277614800
1277658000,Humid and partly cloudy throughout the day.,1277678113,1277724027,0.56,rain,32.42,1277704800,25.02,1277758800,40.69,1277712000,26.18,1277758800,24.26,0.86,1007.54,8.03,234,,,0.53,8,1277697600,9.14,24.01,1277658000,32.42,1277704800,25.08,1277658000,40.69,1277712000
1277744400,Humid and partly cloudy throughout the day.,1277764527,1277810436,0.59,rain,33.03,1277791200,25.02,1277848800,40.63,1277791200,26.18,1277848800,24.91,0.88,1007.67,7.81,228,,,0.4,8,1277784000,9.7,25.02,1277758800,33.03,1277791200,26.18,1277758800,40.63,1277791200
1277830800,Humid and partly cloudy throughout the day.,1277850941,1277896844,0.62,rain,34.06,1277884800,24.01,1277906400,39.43,1277884800,24.92,1277906400,24.57,0.81,1007.71,6.63,209,,,0.42,8,1277870400,9.7,24.01,1277906400,34.06,1277884800,24.92,1277906400,39.43,1277884800
1277917200,Humid and mostly cloudy throughout the day.,1277937356,1277983252,0.65,rain,31.03,1277956800,24.01,1277989200,37.78,1277956800,25.08,1277989200,24.41,0.96,1008,1.9,134,,,0.65,8,1277956800,8.16,23.01,1277964000,31.03,1277956800,23.97,1277964000,37.78,1277956800
1278003600,Humid and partly cloudy throughout the day.,1278023771,1278069658,0.68,rain,32.02,1278046800,24.01,1278093600,40.69,1278057600,25.08,1278093600,24.19,0.86,1008.06,2.59,153,,,0.55,8,1278046800,8.96,24.01,1278003600,32.02,1278046800,25.08,1278003600,40.69,1278057600
1278090000,Humid and partly cloudy throughout the day.,1278110186,1278156065,0.71,rain,33.03,1278140400,24.01,1278194400,38.1,1278140400,25.08,1278194400,24.03,0.82,1008.4,5.01,140,,,0.53,8,1278129600,9.62,24.01,1278093600,33.03,1278140400,25.08,1278093600,38.1,1278140400
1278176400,Humid and partly cloudy throughout the day.,1278196601,1278242470,0.74,rain,33.03,1278223200,24.01,1278248400,39.29,1278223200,24.92,1278252000,24.49,0.86,1008.75,3.32,133,,,0.54,8,1278219600,8,24.01,1278194400,33.03,1278223200,24.92,1278252000,39.29,1278223200
1278262800,Humid and partly cloudy throughout the day.,1278283016,1278328875,0.77,rain,33.03,1278313200,24.01,1278349200,39.29,1278313200,25.08,1278349200,23.9,0.84,1008.63,3.73,43,,,0.51,6,1278298800,8.9,24.01,1278262800,33.03,1278313200,24.92,1278280800,39.29,1278313200
1278349200,Humid and partly cloudy throughout the day.,1278369431,1278415280,0.8,rain,32.02,1278388800,24.01,1278453600,37.94,1278388800,25.08,1278453600,24.11,0.81,1008.49,7.03,138,,,0.42,8,1278388800,9.38,24.01,1278349200,32.02,1278388800,25.08,1278349200,37.94,1278388800
1278435600,Humid and partly cloudy throughout the day.,1278455846,1278501684,0.83,rain,32.02,1278478800,23.01,1278522000,39.23,1278478800,23.97,1278522000,24.62,0.87,1008.49,0.98,81,,,0.53,8,1278475200,7.84,24.01,1278453600,32.02,1278478800,25.08,1278453600,39.23,1278478800
1278522000,Humid throughout the day and foggy in the morning.,1278542261,1278588087,0.87,rain,34.01,1278572400,24.01,1278626400,39.36,1278572400,25.08,1278626400,23.28,0.8,1008.26,2.32,114,,,0.46,8,1278561600,8.26,23.01,1278522000,34.01,1278572400,23.97,1278522000,39.36,1278572400
1278608400,Humid and partly cloudy throughout the day.,1278628677,1278674489,0.9,rain,33.03,1278658800,24.01,1278705600,38.1,1278658800,25.08,1278705600,23.86,0.81,1008.14,7.35,175,,,0.53,8,1278648000,9.58,24.01,1278626400,33.03,1278658800,25.08,1278626400,38.1,1278658800
1278694800,Humid and partly cloudy throughout the day.,1278715092,1278760891,0.94,rain,33.03,1278741600,26.02,1278788400,37.94,1278738000,28.04,1278788400,24.61,0.82,1008.23,3.49,143,,,0.48,8,1278734400,9.43,24.01,1278705600,33.03,1278741600,25.08,1278705600,37.94,1278738000
1278781200,Humid and partly cloudy throughout the day.,1278801507,1278847292,0.98,rain,33.03,1278828000,26.02,1278882000,39.29,1278828000,28.26,1278882000,24.07,0.77,1008.35,7.02,198,,,0.44,8,1278820800,10.01,26.02,1278788400,33.03,1278828000,28.04,1278788400,39.29,1278828000
1278867600,Humid and mostly cloudy throughout the day.,1278887922,1278933692,0.01,rain,33.03,1278907200,24.01,1278964800,39.29,1278907200,25.08,1278964800,24.47,0.86,1008.14,6.13,215,,,0.53,8,1278910800,9.78,24.01,1278918000,33.03,1278907200,25.08,1278918000,39.29,1278907200
1278954000,Humid and mostly cloudy throughout the day.,1278974337,1279020091,0.05,rain,31.03,1278993600,24.01,1279051200,39.16,1278993600,25.08,1279051200,24.24,0.86,1007.7,3.64,164,,,0.66,8,1278993600,13.29,24.01,1278964800,31.03,1278993600,25.08,1278964800,39.16,1278993600
1279040400,Humid and partly cloudy throughout the day.,1279060752,1279106490,0.09,rain,33.03,1279083600,24.01,1279141200,39.29,1279083600,25.08,1279141200,24.16,0.84,1007.52,3.85,195,,,0.5,8,1279080000,8.69,24.01,1279051200,33.03,1279083600,25.08,1279051200,39.29,1279083600
1279126800,Humid and partly cloudy throughout the day.,1279147167,1279192888,0.13,rain,32.02,1279173600,24.01,1279198800,39.23,1279173600,25.08,1279198800,24.7,0.9,1007.42,3.23,235,,,0.6,9,1279170000,8.58,24.01,1279141200,32.02,1279173600,24.92,1279195200,39.23,1279173600
1279213200,Humid and mostly cloudy throughout the day.,1279233582,1279279285,0.16,rain,31.03,1279252800,24.01,1279303200,39.16,1279252800,25.08,1279303200,24.24,0.9,1007.31,4.96,186,,,0.59,8,1279256400,9.96,24.01,1279213200,31.03,1279252800,25.08,1279213200,39.16,1279252800
1279299600,Humid and mostly cloudy throughout the day.,1279319997,1279365682,0.2,rain,31.03,1279335600,23.01,1279400400,37.78,1279335600,23.97,1279400400,24.28,0.92,1008.03,4.99,144,,,0.61,8,1279339200,8.75,23.01,1279353600,31.03,1279335600,23.97,1279353600,37.78,1279335600
1279386000,Humid and mostly cloudy throughout the day.,1279406411,1279452077,0.24,rain,32.02,1279432800,23.01,1279490400,39.16,1279425600,23.97,1279490400,24.37,0.91,1008.46,2.53,161,,,0.65,8,1279432800,8.13,23.01,1279400400,32.02,1279432800,23.97,1279400400,39.16,1279425600
1279472400,Humid throughout the day and partly cloudy until evening.,1279492825,1279538472,0.28,rain,33.03,1279526400,24.01,1279573200,39.29,1279526400,25.08,1279573200,23.73,0.8,1008.18,4.31,206,,,0.43,8,1279512000,9.46,23.01,1279490400,33.03,1279526400,23.97,1279490400,39.29,1279526400
1279558800,Humid and partly cloudy throughout the day.,1279579239,1279624866,0.31,rain,32.02,1279598400,23.01,1279638000,39.23,1279598400,23.97,1279638000,24.78,0.86,1008.06,4.35,180,,,0.41,8,1279598400,8.55,23.01,1279638000,32.02,1279598400,23.97,1279638000,39.23,1279598400
1279645200,Humid and mostly cloudy throughout the day.,1279665653,1279711260,0.35,rain,32.02,1279684800,24.01,1279753200,40.69,1279684800,25.08,1279753200,24.76,0.89,1007.94,1.88,207,,,0.64,8,1279684800,12.49,24.01,1279648800,32.02,1279684800,25.08,1279648800,40.69,1279684800
1279731600,Humid and mostly cloudy throughout the day.,1279752067,1279797652,0.38,rain,32.02,1279778400,24.01,1279828800,39.23,1279778400,25.08,1279828800,24.83,0.87,1007.67,5.29,209,,,0.63,8,1279778400,8.5,24.01,1279753200,32.02,1279778400,25.08,1279753200,39.23,1279778400
1279818000,Humid and mostly cloudy throughout the day.,1279838480,1279884044,0.41,rain,32.02,1279861200,24.01,1279915200,40.69,1279861200,25.08,1279915200,24.53,0.86,1007.68,13.65,234,,,0.62,8,1279857600,9.91,24.01,1279828800,32.02,1279861200,25.08,1279828800,40.69,1279861200
1279904400,Humid and mostly cloudy throughout the day.,1279924893,1279970435,0.44,rain,31.03,1279954800,23.01,1279976400,36.57,1279954800,23.97,1279976400,23.66,0.9,1007.66,11.64,243,,,0.72,6,1279944000,9,23.01,1279969200,31.03,1279954800,23.97,1279969200,36.57,1279954800
1279990800,Humid and overcast throughout the day.,1280011306,1280056825,0.48,rain,26.02,1280037600,24.01,1280062800,28.26,1280037600,25.08,1280062800,23.7,0.97,1007.37,10.56,247,,,0.91,5,1280030400,9.54,23.01,1279990800,26.02,1280037600,23.97,1279990800,28.26,1280037600
1280077200,Humid and mostly cloudy throughout the day.,1280097719,1280143214,0.51,rain,29.02,1280131200,24.01,1280185200,34.58,1280131200,25.08,1280185200,24.49,0.91,1006.98,7.07,280,,,0.71,6,1280116800,9.38,24.01,1280077200,29.02,1280131200,25.08,1280077200,34.58,1280131200
1280163600,Humid and mostly cloudy throughout the day.,1280184131,1280229603,0.54,rain,32.02,1280214000,24.01,1280246400,40.04,1280221200,25.08,1280246400,24.89,0.89,1007.58,10.51,180,,,0.63,8,1280203200,9.8,24.01,1280185200,32.02,1280214000,25.08,1280185200,40.04,1280221200
1280250000,Humid and mostly cloudy throughout the day.,1280270543,1280315991,0.57,rain,31.73,1280307600,24.01,1280343600,36.86,1280307600,25.08,1280343600,24.59,0.87,1008.19,11.2,161,,,0.67,6,1280289600,9.82,24.01,1280250000,31.73,1280307600,25.08,1280250000,36.86,1280307600
1280336400,Humid and partly cloudy throughout the day.,1280356954,1280402377,0.6,rain,32.08,1280390400,25.02,1280437200,36.88,1280390400,26.03,1280444400,24.37,0.85,1008.29,2.14,185,,,0.58,8,1280376000,9.3,24.01,1280343600,32.08,1280390400,25.08,1280343600,36.88,1280390400
1280422800,Humid and mostly cloudy throughout the day.,1280443365,1280488764,0.63,rain,33.41,1280469600,24.01,1280527200,40.2,1280469600,25.08,1280527200,24.64,0.81,1008.37,9.08,233,,,0.6,8,1280466000,9.96,25.02,1280437200,33.41,1280469600,26.03,1280444400,40.2,1280469600
1280509200,Humid and mostly cloudy throughout the day.,1280529776,1280575149,0.66,rain,32.02,1280548800,24.01,1280581200,37.94,1280548800,24.92,1280588400,24.24,0.86,1008.17,8.56,241,,,0.55,8,1280548800,9.51,24.01,1280527200,32.02,1280548800,24.92,1280588400,37.94,1280548800
1280595600,Humid and mostly cloudy throughout the day.,1280616187,1280661533,0.69,rain,29.08,1280646000,24.01,1280689200,34.68,1280646000,25.08,1280689200,24.58,0.97,1008.32,3.93,180,,,0.71,8,1280635200,8.3,24.01,1280595600,29.08,1280646000,25.08,1280595600,34.68,1280646000
1280682000,Humid and mostly cloudy throughout the day.,1280702597,1280747917,0.72,rain,32.22,1280739600,23.01,1280775600,38.21,1280739600,23.97,1280775600,23.95,0.87,1008.39,10.56,220,,,0.71,6,1280721600,10.01,24.01,1280689200,32.22,1280739600,24.78,1280764800,38.21,1280739600
1280768400,Humid and partly cloudy throughout the day.,1280789007,1280834300,0.75,rain,33.03,1280815200,24.01,1280865600,39.29,1280815200,25.08,1280865600,23.44,0.83,1008.22,4.52,233,,,0.46,8,1280808000,9.25,23.01,1280775600,33.03,1280815200,23.97,1280775600,39.29,1280815200
1280854800,Humid and partly cloudy throughout the day.,1280875416,1280920682,0.79,rain,33.03,1280905200,25.02,1280959200,38.1,1280905200,26.03,1280959200,23.94,0.79,1007.87,9.24,274,,,0.39,8,1280894400,9.62,24.01,1280865600,33.03,1280905200,25.08,1280865600,38.1,1280905200
1280941200,Humid and partly cloudy throughout the day.,1280961825,1281007063,0.82,rain,32.02,1280995200,25.02,1281045600,36.81,1280995200,26.03,1281045600,23.78,0.78,1007.85,10.51,279,,,0.49,7,1280977200,10.01,25.02,1280959200,32.02,1280995200,26.03,1280959200,36.81,1280995200
1281027600,Humid and partly cloudy throughout the day.,1281048233,1281093444,0.85,rain,31.03,1281070800,23.01,1281099600,36.57,1281081600,23.97,1281099600,23.53,0.81,1007.91,9.24,282,,,0.53,8,1281070800,9.51,23.01,1281099600,31.03,1281070800,23.97,1281099600,36.57,1281081600
1281114000,Humid and mostly cloudy throughout the day.,1281134642,1281179824,0.89,rain,32.02,1281160800,24.01,1281189600,36.81,1281160800,24.92,1281189600,23.57,0.87,1007.44,8.92,256,,,0.65,7,1281150000,9.75,23.01,1281114000,32.02,1281160800,23.97,1281114000,36.81,1281160800
1281200400,Humid and mostly cloudy throughout the day.,1281221049,1281266202,0.93,rain,31.03,1281243600,24.01,1281272400,36.57,1281243600,24.92,1281304800,24.16,0.89,1007.1,12.2,244,,,0.68,7,1281250800,9.62,23.01,1281268800,31.03,1281243600,23.97,1281268800,36.57,1281243600
1281286800,Humid and mostly cloudy throughout the day.,1281307457,1281352581,0.96,rain,32.02,1281333600,24.01,1281391200,37.94,1281333600,25.08,1281391200,23.99,0.87,1007.22,16.14,225,,,0.71,6,1281326400,10.01,24.01,1281290400,32.02,1281333600,24.92,1281304800,37.94,1281333600
1281373200,Humid and mostly cloudy throughout the day.,1281393863,1281438958,0.99,rain,29.02,1281427200,24.01,1281445200,33.62,1281427200,25.08,1281445200,24.07,0.9,1007.71,15.45,217,,,0.77,6,1281412800,9.8,24.01,1281391200,29.02,1281427200,25.08,1281391200,33.62,1281427200
1281459600,Humid and mostly cloudy throughout the day.,1281480270,1281525335,0.04,rain,31.03,1281502800,24.01,1281549600,39.16,1281502800,25.08,1281549600,24.62,0.95,1008.19,5.71,167,,,0.74,8,1281506400,9.67,24.01,1281459600,31.03,1281502800,25.08,1281459600,39.16,1281502800
1281546000,Humid and mostly cloudy throughout the day.,1281566676,1281611711,0.08,rain,32.02,1281589200,25.02,1281654000,39.23,1281592800,26.18,1281654000,24.66,0.84,1008.27,4.07,197,,,0.59,9,1281589200,8.92,24.01,1281549600,32.02,1281589200,25.08,1281549600,39.23,1281592800
1281632400,Humid and mostly cloudy throughout the day.,1281653082,1281698086,0.12,rain,32.02,1281682800,26.02,1281711600,37.94,1281682800,28.26,1281722400,25.29,0.89,1008.19,2.64,188,,,0.72,6,1281672000,8.84,25.02,1281654000,32.02,1281682800,26.18,1281654000,37.94,1281682800
